,ID,title,subject,catalog,career,classUnit,prerequisites,crosslisted,description
6507,48403,Translation Issues in Spanish American Culture,SPAN,475,UGRD,3.0,Prerequisite: SPAN 303 previously or concurrently; SPAN 306 or equivalent.,,"The goal of this course is to critically revise the cultural, literary, and aesthetic role of translation in Latin American culture, particularly with regard to its textual production. Through reading and discussion of theoretical authors such as F. Schleiermacher, J. Ortega y Gasset, L. Venuti, H. K. Bhabha, and W. Mignolo, students analyze representative texts of Latin American culture which practically and aesthetically incorporate different problems and/or strategies of translation in the transcultural context of a globalization process of more than five centuries."
6508,48404,IRISH PERFORMANCE STUDIES,IRST,346,UGRD,3.0,,,"Contemporary Irish culture and identity are associated with various images and forms of behaviour. With the aim of exploring contemporary Irish identity in our globalized era, this course examines performances of Irishness ? from Montreal?s St. Patrick?s Day to alternative queer beauty pageants in Dublin, from history-making Irish political speeches to modern day street protests ? and addresses questions of cultural identity, cultural authenticity and cultural evolution.

NOTE: Students who have received credit for this topic under an IRST, PERC or THEA 398 number may not take this course for credit."
6509,48405,CONTEMPORARY IRISH THEATRE,IRST,347,UGRD,3.0,,,"This course offers a panorama of Ireland?s vibrant contemporary theatre landscape. It puts the exciting experimental developments of recent years under the spotlight, engaging with Irish drama that blurs the line between reality and fiction, that immerses its audiences in morally challenging worlds, and that pushes the boundaries of theatre as a medium. From the collectively devised works of Charabanc to Verbatim plays about the Northern Irish troubles, from activist theatre to street theatre, this course explores what happens when theatremakers step outside of conventional spaces and working methods to make art for our mediatized, technologized and globalized era. 

NOTE: Students who have received credit for this topic under an IRST, PERC or THEA 398 number may not take this course for credit."
6510,48406,IRISH CHILD & YOUNG ADLT LIT,IRST,354,UGRD,3.0,,,"This course examines the figure of the child and the teenager in Irish culture through an exploration of Irish children?s literature, texts written for adults such as Patrick
McCabe?s The Butcher Boy, and Irish films that focus on childhood. By focusing on a
variety of genres, Irish childhood is explored from a range of perspectives such as the importance of the mythological and fantastic tradition on conceptions of the child and childhood, the significance of place and landscape, the gendering of Irish childhood, and the rise of young adult literature, as well as questions of sexuality, ethnicity, globalization, nostalgia, and national identity.

NOTE: Students who have received credit for ""Narrating Irish Childhoods"" under ENGL 359 or IRST 398 may not take this course for credit."
6511,48407,IRISH MYTHOLOGY AND FOLKLORE,IRST,230,UGRD,3.0,,,"This course explores Irish culture through folklore and myth ? in particular, their manifestations in Irish music, literature, performing arts, and cinema. It addresses the significance of myth and folklore in written and oral history, traditions, and iconography. The course focuses on the forms, functions, and influences of Irish legends, myths, and folktales that attract learned and popular interest in Ireland and abroad."
6512,48408,COMMUNITY DEVELOPMENT AND LEISURE,AHSC,442,UGRD,3.0,Prerequisite: 30 university credits including AHSC 361; 371 or 381.,,"Prerequisite: 30 university credits including AHSC 361; 371 or 381. This course involves the examination of philosophical and theoretical community development approaches in the field of leisure studies. Students explore the numerous elements of community development practice including citizen engagement, relationship building, and community capacity. Students develop their understanding of current trends in community development and critically examine its implications for practice in the context of leisure."
6513,48409,WIND TURBINE ENGINEERING,MECH,462,UGRD,3.0,"Prerequisite: MECH 343, 361; MECH 344, 371 previously or concurrently.",,"Prerequisite: MECH 343, 361; MECH 344, 371 previously or concurrently. This course is designed to cover the theoretical and practical areas pertinent to the operation of wind turbines. Energy in the wind. Aerodynamic drag and lift of turbine blades. Horizontal axis and vertical axis wind turbine designs. Generators. Control systems. Mechanical load analysis: blade, tower, generator and gearbox. Blade and tower design. Turbine braking. Economical, environmental and safety aspects."
6514,48410,MEDICAL IMAGE PROCESSING,ELEC,6661,GRAD,4.0,"PREREQ ELEC 6661: Never taken ELEC 444.
Must be in ECE program",,"Topics include principles and techniques used in the processing and analysis of medical images; image quality metrics, denoising medical images, quantification, rigid and deformable registration; similarity metrics such as mutual information (MI); images from the most common medical imaging modalities (X-ray, CT, MRI and ultrasound) will be used. A project is required.
Note: Students who have taken ELEC 691 (Medical Image Processing) may not take this course for credit."
6515,48411,Building and Testing Trading Systems Using Technical Analysis,FINA,408,UGRD,3.0,"You must complete Course Prerequisite:  FINA385, FINA395",,"This course provides a basic level of understanding of various technical analysis methodologies that are used by investment professionals and the investing public. The course examines market microstructure and order entry mechanics, high-frequency trading, behavioral finance and the efficient market hypothesis. The main topics include analysis of price charts to forecast future price trends and patterns, development and testing of a trading system, Dow theory, moving averages, momentum, sentiment, relative strength and intermarket analysis. This course is an excellent preparation for several investment industry designations. Pedagogical methods include lectures, a presentation by an industry expert, and a group project to build and test a trading system using simulation and investment software in the John Dobson ? Formula Growth Investment Room."
6516,48412,DOCTORAL RESEARCH AND THESIS,CHEM,856,GRAD,72.0,,,Please see GRAD Calendar
6517,48413,RADIATION AND SCATTERING OF WAVES,ELEC,6311,GRAD,4.0,This course is reserved for ECE students only.,,"Construction of Green?s functions. Canonical problems ? waveguide, cylinder, wedge, dielectric slab. Sommerfeld integrals. Impedance boundary conditions. Surface and leaky waves. Asymptotics, method of steepest descent, method of stationary phase. High-frequency uniform asymptotic methods. Geometrical theory of diffraction. Edge diffraction, creeping waves. Applications to problems in antennas, computational electromagnetics, electromagnetic compatibility, propagation, and scattering. A project."
6518,48414,TOPICS IN THE FOUNDATIONS OF MATHEMATICS,MAST,653,GRAD,3.0,,,Please see the GRAD Calendar.
6519,48415,BUSINESS POLICY/STRATEGY,ADMI,855,GRAD,3.0,,,Please see Graduate Calendar
6520,48416,BUSINESS POLICY/STRATEGY,ADMI,856,GRAD,3.0,,,Please see Graduate Calendar
6521,48417,ORGANIZATIONAL BEHAVIOUR,ADMI,812,GRAD,3.0,,,Please see Graduate Calendar
6522,48418,ORGANIZATIONAL BEHAVIOUR,ADMI,813,GRAD,3.0,,,Please see Graduate Calendar
6523,48419,ORGANIZATIONAL BEHAVIOUR,ADMI,815,GRAD,3.0,,,Please see Graduate Calendar
6524,48420,APPLIED INVESTMENT ANALYSIS,FINA,409,UGRD,3.0,,,"This course focuses on evaluating stocks using modern valuation methods. The main topics include understanding the different investment styles, reading and interpreting financial statements from an investor?s perspective, industry analysis and stock analysis.  Pedagogical methods include lectures, discussion of books, presentations by industry experts, use of the Formula Growth Investment Room and evaluation of potential companies for investment purposes.
NOTE: Students who have received credit for FINA 410 or for this topic under a FINA 455 number may not take this course for credit."
6525,48421,Speaking with Skill: English pronunciation and conversation,GPLT,319,PDEV,4.0,,,"Have you ever been misunderstood while speaking English? Drawing from pronunciation research and theatrical voice and speech, this workshop will present simple and effective adjustments that can be implemented into every day conversation. 

More specifically, the workshop will cover the three major aspects of speech that affect English pronunciation: how we perceive sound and differences between English and our first language, pronunciation tools that we can implement into every day speech, and vocal practice techniques to utilize after the workshop has ended. 

*** NOTE: This is a two part workshop. It is mandatory for students to attend both sessions. For the webinar version of this workshop, web camera and microphone capabilities are necessary ***
~~~

At the end of this workshop, participants will be able to:
1. Perceive the English sound system with greater ease
2. Understand stress, intonation, and connected speech constraints
3. Have a clear set of tools in the form of adjustments that can be implement"
6526,48422,Molecular Modelling of Proteins,CHEM,436,UGRD,3.0,"Prerequisite: CHEM 234, 271.",,"This course offers a hands-on introduction to the computer tools used to predict the structure of a protein from its amino acid sequence, and to gain insight into its function. Students learn modelling techniques such as sequence alignment, homology modelling, computer visualization, molecular dynamics, and molecular docking. Computer laboratory with pre-lab lectures.

NOTE: Students who have received credit for this topic under a CHEM 498 number may not take this course for credit."
6527,48423,BUSINESS COMMUNICATION,COMM,205,UGRD,3.0,"Course Corequisite: BTM200 or equivalent. Never Taken BUSC300, COMM210, COMM222, COMM 223 or COMM224, COMM225",,"Prerequisite: BTM 200 or equivalent previously or concurrently. This course focuses on the principles and techniques of clear, concise, and effective, written and oral communication, especially as they apply to business. The formal, grammatical, and stylistic elements of written and oral business communication are emphasized. In addition, students are instructed in and experience the use of audiovisual means of communication.

NOTE: Students who have received credit for COMM 212 may not take this course for credit.

NOTE: It is recommended that part?time students complete this course, along with COMM 210, as early in their program as possible."
6528,48445,THE MOVING IMAGE AND SOCIETY,FMST,319,UGRD,3.0,"Prerequisite: Two of FMST 201, 202 or 203 or FMST 211; FMST 204 or FMST 216 and FMST 220 or FMST 212; or permission of the School of Cinema",,"Prerequisite: Two of FMST 201, 202 or 203; FMST 204, 220; or permission of the School
of Cinema. This course explores the ways in which cinema and moving images shape
ideologies of class, gender and race. Through a selection of key theoretical texts from
cultural studies and related scholarly traditions, this course investigates the centrality of
visual experience to everyday life. Through a selection of screenings and readings,
students learn how the production and consumption of visual cultures intersect with issues
of identity and historical consciousness. The aim of this course is to enable students to
analyze different ideological aspects of film and the moving image."
6529,48452,SELECTED TOPICS IN LOGIC,PHIL,652,GRAD,3.0,Note: Students who have received credit for PHIL 611 may not take this course for credit.,,Please see GRAD Calendar.
6530,48460,INTERNSHIP & REPORT IN EA,ENVS,696,GRAD,18.0,,,Please see GRAD Calendar.
6531,48462,FUNCTIONAL VOCAL SKILLS,MUSI,243,UGRD,3.0,,,"Open to all students whose principal instrument is not voice. A workshop/laboratory that aims to develop and solidify fundamental and functional vocal skills.
Prerequisite: Enrolment in the Major or Minor in Music, or written permission of the Department."
6532,48469,OBJECT ORIENTED ANALYSIS & DESIGN WITH UML,CEWP,MOD4B,CCCE,35.0,,,"This course explores an object-oriented approach to design and efficient implementation algorithms that use appropriate data structures. Topics covered include modelling structure, class and object diagrams, relationships, modelling behaviour, use case diagrams, interaction diagrams, activity diagrams, state diagrams, techniques for testing OO designs, introduction to OO methodologies and design patterns and implementing OO designs in C++."
6533,48472,Studies in Drama,ENGL,639,GRAD,3.0,,,Please see Graduate Calendar
6534,48484,Governments: How they interact together and how to interact with them,GPCB,592,PDEV,2.0,,,"This workshop is designed for the Public Scholars program.
~~~
~~~
This workshop is led by Sylvie Bourassa."
6535,48494,IELTS Test (Payment Only),CEPS,9999E,CCCE,3.0,,,"*VID*
<b>DO NOT use this page to apply for the IELTS Test at Concordia.</b><br>
To apply for an IELTS Test at Concordia  click here.<br>
This page should only be used to pay for your IELTS Test after you have completed your on-line application."
6536,48511,Starting Your Own Business,GCE,511,GRAD,3.0,,,Please see Graduate Calendar
6537,48512,Marketing Your Own Business,GCE,512,GRAD,3.0,GCE 511 is co-req for GCE 512,,Please see Graduate Calendar
6538,48513,Growing Your Own Business,GCE,513,GRAD,3.0,GCE 511 is co-req for GCE 513,,Please see Graduate Calendar
6539,48514,Entrepreneurship: Venture Creation,GCE,514,GRAD,3.0,"GCE 511, 512, 513 are co-req for GCE 514",,Please see Graduate Calendar
6540,48515,Special Topics,GCE,595,GRAD,3.0,,,Please see Graduate Calendar
6541,48521,History and Visual Culture of Gaming,FFAR,257,UGRD,3.0,,,"This lecture course introduces students to digital games, their history and their relationship to contemporary art practices. Digital games are considered as a medium of play, social interaction and artistic expression. The course situates digital games in an (art) historical context in order to better understand concepts of play in a digital age and the relevance of games to current art practices, beginning with examples of earlier games and their role as material culture. Students then reconsider the roles played by the art, the artist and the player/gamer as they are situated at the intersection between art, play and technology. Class discussions address life in virtual spaces and the relationships of power, capital, gender, ethnicity and other identities to both games and contemporary digital media.

NOTE: Students who have received credit for this topic under a FFAR 298 number may not take this course for credit."
6542,48522,Topics in Digital Space,CART,357,UGRD,3.0,for students with second-year standing (at least 24 credits completed),,"This course provides an opportunity for the study of special topics in digital and immersive space. Specific topics for this course, and prerequisites relevant in each case, are stated in the Undergraduate Class Schedule.
Prerequisite: 24 credits in a Computation Arts program.
NOTE: Students who have received credit for DFAR 357 may not take this course for credit."
6543,48523,Topics in Senses and Perception,CART,358,UGRD,3.0,for students with second-year standing (at least 24 credits completed),,"Research into sensory perception, touch, and noise is key to project proposals, methodology, and production. Interdisciplinary referencing and collaborative projects are emphasized. Specific topics for this course, and prerequisites relevant in each case, are stated in the Undergraduate Class Schedule.
Prerequisite: 24 credits in a Computation Arts program. 
NOTE: Students who have received credit for DFAR 358 may not take this course for credit."
6544,48524,Bending Bits: Advanced Topics in Digital Media,CART,460,UGRD,3.0,CART 411 previously or concurrently; 48 credits completed in a Computation Arts program; or written permission of the Department.,,"An advanced studio course examining the ways computation can be deeply integrated into students? creative practices. Projects look at how computation can be used to transform interactivity into a semantic strategy, input/output into a dialogue between the user, the work, and the world, and data processing into means of aesthetic exploration.
Prerequisite: CART 411 previously or concurrently; 48 credits completed in a Computation Arts program; or written permission of the Department. 
NOTE: Students are expected to have solid skills in general-purpose programming before starting the class."
6545,48525,Intermediate Modern Standard Arabic II,MARA,250,UGRD,3.0,Prerequisite:  MARA240 or equivalent,,"This course is a continuation of MARA 240. It prepares intermediate language students in diverse aspects of reading, writing, and conversation. In addition to improving listening comprehension and speaking skills, this course places increased emphasis on reading and writing."
6546,48533,Building your Coaching and Mentoring Skills,CEPS,1024E,CCCE,7.0,,,"*VID*
*KEYB*
The pace of change in the workplace is frenzied and its accelerating daily. Managers are responsible for ever-greater numbers of employees. So how do you make the most of your limited human resources? With Coaching and mentoring. These collaborative processes are effective ways of developing your staffs skills and abilities, boosting performance and effectively dealing with issues before they become performance problems. In her workshop, Jane Reichman Van Toch will help you discover your personal coaching style, build your effectiveness as a coach and practice specific feedback and coaching skills to help you and your colleagues succeed immediately in your daily work tasks.

*CNT*
This workshop will empower you to:
?	Gain a better understanding of effective mentoring and coaching skills and the fundamental differences between them;
?	Understand how those two disciplines can build trust and collaborative relationships in your workplace;
?	Improve awareness of your own coaching style;
?	Build your "
6547,48543,Scholarships for International Doctoral Students,GPLL,478,PDEV,1.5,,,"There are a variety of available funding resources open to international students who are completing doctoral research at Concordia University. 

Join us to learn more about the range of funding opportunities offered to non-Canadian PhD students by the Canadian and Quebec governments, as well as numerous foundations and companies.   

~~~

In this workshop, participants will:
1. Increase their awareness of funding opportunities for international doctoral students.
2. Learn about application processes for some awards programs.

~~~

This workshop is led by Dolly Grewal, External Awards Advisor, Graduate Awards, School of Graduate Studies.

Dolly Grewal is a Graduate Awards Advisor at the School of Graduate Studies. Prior to joining Concordia University, she worked for Global Affairs Canada at the Department of Foreign Affairs and International Trade (DFAIT) and received a Master?s degree in International Development from University of Ottawa. Currently, she is responsible for the evaluation process of external"
6548,48544,Principles of Auditing,ACCO,360,UGRD,3.0,Course Prerequisite:  COMM 305. Never Taken ACCO 465,,"This course examines the concepts and methods of auditing and how internal and external audits are integrated in a more general corporate governance and risk management framework. The importance of the design and monitoring of effective internal controls is highlighted. The objectives, concepts and methods of auditing are illustrated with examples and short cases. They are also applied to solve simple problems and cases. 
Prerequisite: COMM 305
NOTE: Students who have received credit for ACCO 450 may not take this course for credit."
6549,48545,ENGINEERING ANALYSIS OF SMART MATERIALS AND STRUCTURES,MECH,6341,GRAD,4.0,This course is reserved for MIAE students only,,"Topics include introduction to smart materials and structures; overview of mathematical models for mechanical and electrical systems; mathematical representation of smart systems; piezoelectric materials and their constitutive equations; electromechanical coupling in piezoelectric based systems and structures and their governing equations; shape memory alloys and their constitutive models; electrical activation of shape memory alloys and their dynamic modelling; electrorheological (ER) and magnetorheological (MR)
fluids and elastomers; constitutive models for ER and MR fluids and elastomers; dynamic modelling and vibration analysis of ER and MR based adaptive devices and structures; application of smart materials as energy dissipating elements in structural systems for passive, semi-active and active vibration control; application of smart materials in motion control. A project is required."
6550,48551,Forensic Analysis,CHEM,203,UGRD,3.0,,,"This course introduces the non-science student to the fundamentals of chemical analysis as it is used in modern forensics.  It introduces the basic concepts of the scientific method, molecules and chemical reactions, primarily focusing on chemical analysis.  The key techniques used in modern forensics are presented with application in drug, DNA, fingerprint, explosive and combustion/arson analysis.

NOTE:  This course is not a prerequisite for any Chemistry course.  Students in programs leading to the BSc degree may take this course as an elective, but may not take this course for credit to be applied to their program of concentration."
6551,48552,From Alchemy to Modern Chemistry:  A Historical Evolution of Chemistry,CHEM,204,UGRD,3.0,,,"This course examines the development of chemistry before the 20th century from the Greek, Chinese and Islamic religions and philosophies to the development of measurement and instrumentation to analyze matter. The objective is to understand the roots of modern chemistry, and look at contributions and principles that are representative of the period in which they emerged.
NOTE: This course is not a prerequisite for any Chemistry course. Students in programs leading to the BSc degree may take this course as an elective, but may not take this course for credit to be applied to their program of concentration."
6552,48561,Advanced Music Therapy Practice I,MTHY,633,GRAD,6.0,,,"This course offers advanced clinical experience in the students? areas of specialization, with a required minimum of 100 placement hours. Close individual and group supervision for students are provided. Case presentations, readings, discussion of ethical issues related to students? work are integral to this course."
6553,48562,Advanced Music Therapy Practice II,MTHY,634,GRAD,6.0,,,"This course provides further advanced clinical experience in students? areas of specialization, with a required minimum of 100 placement hours. Close individual and group supervision for students are provided. Case presentations, readings, discussion of ethical issues related to students? work are integral to this course. As part of this capstone course in the Advanced Music Therapy Practice option, students complete a public presentation which reflects a major integration of their practical work.
Prerequisite: MTHY 633."
6554,48563,NETWORKS AND PROTOCOLS,CEWP,MOD3,CCCE,35.0,,,"This course aims at introducing students to the principles of IT networks and their associated services. Students will explore how networks function, access and authentication, protocols, local area network technologies and the elements that constitute networks. This course relies on online resources and allows students to carry out an array of experiments, such as implementing a network architecture and analyzing network traffic."
6555,48565,PROFITABILITY AND PERFORMANCE,CEBU,MOD6A,CCCE,40.0,,,"In this course, students will learn to analyze and control costs in order to improve a company?s economic and financial profitability."
6556,48593,INTRO TO BIG DATA BUSINESS CASES,CEBD,1150,CCCE,30.0,,,"*BNR*
[BANNER:/content/dam/cce/images/Scale_AI_course.jpg|https://www.concordia.ca/cce/courses/rules-regulations.html#tax]
*VID*
*KEYB*
Youre interested in Big Data software systems and technology, clearly, or you wouldnt be reading this. But if youre more interested in harnessing those tools to achieve specific business objectives, this course is for you. It will start with an overview of the most and least successful big data projects in all industries, helping you understand the dos and don?ts that make a data science project successful. Youll also have the chance to imagine and design your own project. In the second part of the course, youll learn how to identify, collect, and transform data from internal and external sources. So, are you in?

Knowledge of Excel and SQL are crucial for you to be successful in this course. If you do not have knowledge in these areas, we strongly recommend that you take Intro to Data Analysis with Excel (CEBD 1300) and Intro to SQL (CEWP 215). 

Note that you will be requir"
6557,48595,BIG DATA VISUALIZATION AND STORYTELLING,CEBD,1251,CCCE,30.0,You must first complete CEBD 1150,,"*BNR*
[BANNER:/content/dam/cce/images/Scale_AI_course.jpg|https://www.concordia.ca/cce/courses/rules-regulations.html#tax]
*VID*
*KEYB*
Awesome. You learned how to collect and store Big Data. Now comes the fun part: mining that data for gold and then spinning that gold into compelling business stories that captivate and convince. In this course, youll use sophisticated data-visualization tools to understand data and share information with others. Youll also learn how to manage a Big Data science project from beginning to end, and thats exactly what theyll want you to be doing in your next job. Props to you!

Knowledge of Excel and/or SQL is highly recommended. If you do not have knowledge in these areas, we strongly recommend that you take Intro to Data Analysis with Excel (CEBD 1300) and Intro to SQL (CEWP 215).

Note that you will be required to do 5-10 hours of work per week outside of class time. Those with little to no prior 
*CNT*
This course is a great way to help you:
?	Learn how to transform data int"
6558,48596,PROGRAMMING FOR DATA ANALYTICS,CEBD,1160,CCCE,30.0,,,"*BNR*
[BANNER:/content/dam/cce/images/Scale_AI_course.jpg|https://www.concordia.ca/cce/courses/rules-regulations.html#tax]
*VID*
*KEYB*
Reader, let me introduce you to Big Data. Big Data, meet Reader. Actually, theres a bit more to it than that. Big Data systems involve a wide range of technologies that can only be understood when you master the underlying technical concepts. And thats why you need this course. Here, youll learn about the basic technologies required to develop Big Data analytics solutions and deploy them at scale. Youll spend some time with the concept of virtualization and youll have an overview of programming techniques for big data analytics. Once youve finished this course, you can take a moment to congratulate yourself before you dive into even bigger data on the path to completing your certificate.

Knowledge in Excel, SQL, Python and/or R and statistics and probability are crucial for you to be successful in this course. If you do not have knowledge in these areas, we strongly recommen"
6559,48597,MACHINE LEARNING,CEBD,1260,CCCE,30.0,You must first complete CEBD 1160,,"*BNR*
[BANNER:/content/dam/cce/images/Scale_AI_course.jpg|https://www.concordia.ca/cce/courses/rules-regulations.html#tax]
*VID*
*KEYB*
Get ready to delve into the core concepts and implementation of Machine Learning. What does that mean exactly? Well, based on practical examples from well-known systems like Netflix, YouTube or Twitter, your instructor will describe some fascinating Big Data problems, introduce the standard algorithms used to address them, and present libraries used to implement those algorithms. Youll cover topics like mining of frequent item sets, clustering, stream analysis, similarity search, machine learning and recommendation systems. 

Knowledge in Excel, SQL, Python and/or R and statistics and probability are crucial for you to be successful in this course. If you do not have knowledge in these areas, we strongly recommend that you take Intro to data Analysis with Excel (CEBD 1300), Intro to SQL (CEWP 215), Intro to R (CEBD 1200) and/or Intro to Python (CEBD 1100).

Note that you will"
6560,48598,BIG DATA INFRASTRUCTURE,CEBD,1261,CCCE,30.0,You must first complete CEBD 1160,,"*BNR*
[BANNER:/content/dam/cce/images/Scale_AI_course.jpg|https://www.concordia.ca/cce/courses/rules-regulations.html#tax]
*VID*
*KEYB*
So, you had your introduction to Big Data, then you learned all about analytics. Now its time to look at the systems youll need to manage all that data and make sense of it. In this course, youll review the state-of-the-art infrastructures used for high-performance storage and processing of data. Youll study distributed systems like Hadoop, NoSQL database systems like Mongo DB, as well as clusters and clouds, like Amazon EC2 and Microsoft Azure. Youll also use programming models like Hadoop MapReduce and Apache Spark to leverage those systems. If technical talk like that gets your heart racing, this is definitely the course for you. 

Knowledge in Excel, SQL, Python and/or R and statistics and probability are crucial for you to be successful in this course. If you do not have knowledge in these areas, we strongly recommend that you take Intro to data Analysis with Excel (CEBD"
6561,48601,Fund Writing Peer Review - SSHRC Research Creation,GPLL,73,PDEV,2.0,Pre-req for GPLL71/72/73,,"This peer writing group provides a supportive environment to develop your research statement for your SSHRC Research Creation funding application. Time in-class will be spent in small groups discussing individual proposals. If you do not have a draft of your proposal that you can share with the class, you are not welcome in this workshop. 


***IMPORTANT NOTES***
1. Participants must have completed GPLL465 ? Fund Writing Strategies prior to this workshop.

2. To participate in this workshop you MUST submit a draft of SSHRC funding application to the workshop leaders prior to the workshop. An email will be sent to all participants 5 days prior to the workshop.  Advance submission will allow the workshop leader and peers to review your work and give you more personalized feedback.   If you do not provide a draft of your SSHRC application in advance of the workshop you will be dropped from the class and charged the non-attendance fee.  

3. This workshop is specifically for Canadian citizens and permanent reside"
6562,48610,Introduction to Research Data Management in the Social Sciences,GPLL,247,PDEV,2.0,,,"This workshop will introduce students to the main issues and activities related to the management of research data in the social sciences. The content will be relevant to any student who gathers his or her own research data as well as to research assistants and members of research teams.   The session will start with a quick overview of the Canadian context of data management. We will answer some basic questions: Why should we manage our data? What are the benefits of data curation for researchers and the academic community? We will review the activities associated with all stages of the research lifecycle going from research planning all the way to post-publication activities. The main topics covered will include data management plans, data storage and security, file formats, documentation and metadata, data archiving and data sharing. Participants will learn about some tools used to clean and manipulate data and be introduced to existing data repositories. The workshop will consist of a formal presentation "
6563,48612,Using Zotero for Grads,GPLL,243,PDEV,1.5,,,"In this hands-on workshop you will learn how to use Zotero, a desktop and web-based tool that you can use to organize the references you find in library catalogues and databases, insert citations in your papers, and prepare bibliographies or reference lists quickly and effectively, in a wide variety of citation styles (e.g. APA, MLA, Chicago, et cetera). We will look at how to integrate Zotero with Microsoft Word, LibreOffice, and Google Docs. We will also cover how to share folders and citations (e.g., for collaborative projects or to disseminate reading lists). No experience with Zotero is necessary.

Please ensure that you set up Zotero in advance of the workshop. You can find instructions on how to set up Zotero on the Library website: https://library.concordia.ca/help/workshops/zotero-prerequisites.pdf
~~~

In this workshop, participants will learn how to:
1. Use Zotero to manage citations and automate the creation of bibliographies
2. Integrate Zotero with Microsoft Word and Google Docs when writing pap"
6564,48617,Lesson Planning,GPTK,714,PDEV,1.5,,,"This workshop is designed to provide graduate teaching assistants with tools and strategies to develop and deliver dynamic lessons that target specific learning goals and engage students as active participants in their learning.

~~~
By the end of this workshop, participants should be able to create a lesson plan that:
1) Identifies clear student learning outcomes for the lesson
2) Identifies purposeful learning activities that align with the learning outcomes
3) Includes time for student reflection and discussion
4) Establishes appropriate pacing for instruction and activities

~~~

This workshop is led by Carol Hawthorne, curriculum developer at the Center for Teaching and Learning."
6565,48618,Eating Ethically Within Your Means,GPWL,897,PDEV,1.5,,,"n this hour-long info session we will be discussing various modern problems in food culture, as well as outlining various ways to connect with ethically sourced food items in Montreal. We will also discuss reducing food waste and how to start growing your own food to supplement your groceries.
~~~
Students will learn how to eat ethically on a budget.

~~~
This workshop is led by Sheena Swirlz. Sheena Swirlz is the Services coordinator at the Concordia Greenhouse and facilitator of the Balcony Garden Project. She hosts workshops each week in the Greenhouse and throughout the city of Montreal."
6566,48619,HONOURS SEMINAR IN ACCOUNTANCY,ACCO,495,UGRD,6.0,Course Prerequisite: ACCO 400 and Enrolment in the honours program,,"This seminar is offered to students in the Honours in Accountancy program over the course of two terms. In the first term, the seminar surveys accounting history, research methodology and recent research in topics covered in the Accountancy curriculum. In addition, students begin working on a research or case project to be conducted under the supervision of a faculty member. In the second term, students complete their project for submission by the end of the term. Presentation of the project at a poster session or department seminar is also required."
6567,48620,SYSTEM PHYSICAL SECURITY,INSE,6680,GRAD,4.0,,,"Topics of this course include identifying potential security threats and vulnerabilities, threat and risk assessment; security equipment and systems (access control and biometrics technology, surveillance systems, network infrastructure supporting security technology); physical security of information systems; maximizing the value of security systems; securing transported materials; emergency management and risk mitigation; critical infrastructure protection. Overview of the Canadian Operational Standard on Physical Security, Policy on Government Security and U.S. National Response Framework. A project is required."
6568,48624,Data Science & Communication with R,GPDI,515,PDEV,6.0,,,"Do you have data youd like to analyze? Would you like to gain insights from your data and communicate them with eye-catching visualizations and reports? Are you tired of being chained to Excel or expensive proprietary software?  If the answer to any of these questions is ""Yes!"", then this workshop is for you. R is an open source and versatile programming language thats perfect for data analysis, visualization, and science communication.
 
In this all-in-one course, youll learn the basics of programming and be introduced to the RStudio interface. Well then move on to how to import and clean data, how to make publication quality plots and visualizations, and how to generate scientific reports to communicate your findings; all within the R ecosystem!
 
In this three-part interactive workshop, youll learn to:
?         Import CSV and Excel files
?         Install and use external packages
?         Clean and explore data
?         Generate descriptive statistics
?         Create and customize plots
?         Writ"
6569,48625,Breaking the Isolation: Building Community on Campus,GPWL,922,PDEV,2.0,,,"Being a grad student can be a lonely endeavour. It can be hard to meet other and build relationships that encourage, empower and contribute positively to your experience as a graduate students. This workshop provides an opportunity to explore what community means and how you can integrate it into your life as a grad student.

~~~
 
In this workshop, students will:
1.	Engage in story-telling experiences of community.
2.	Discern what community and relationships contribute positively towards their studies. 
3.	Get hand-on ideas and resources to build community at Concordia.

~~~

This workshop will be led by Rev. Ellie Hummel, Chaplain and Coordinator."
6570,48637,Introduction to Microsoft OneNote,GPDI,516,PDEV,2.5,,,"Microsoft OneNote workshop is designed to introduce OneNote features where you can easily gather and organize your data, notes, and information into an electronic notebook.  

~~~

In this workshop, participants will learn to:
1- Identify MS OneNote components 
2- Utilize OneNote features 
3- Create an electronic notebook that can manage data, notes and information

~~~

This workshop is led by Anna Sokolovskaya 

Anna Sokolovskaya got her Bachelor Degree in Psychology with a minor in Computer Science from Concordia University.  She is currently pursuing a Master?s degree in Adult Education.  Anna has over four years of experience in delivering computer-based training to Concordia University staff, faculty and students.  She has taught workshops on Microsoft Office, Dreamweaver, and Moodle and has experience in preparing specialized individual workshops on the wide range of computer-related topics.  Anna is a skilled instructor and is able to adjust and adapt her teaching style to the demands of the group/ind"
6571,48639,Integrative Seminar,COMS,800,GRAD,3.0,,,"This course proposes to engage first-year students in an epistemological conversation concerning different approaches to the conceptualization of communication and to the range of research problematics elaborated in the field and in the program. The expected outcomes include: a broad understanding of the relations between different domains within the discipline; the ability to recognize the links between epistemological assumptions, theory construction, the formation of research problematics and methodological approaches; a familiarization with the main fields of strength within the program; and the development of the ability to engage in dialogue with colleagues in different domains of research."
6572,48640,Doctoral Pro-seminar,COMS,835,GRAD,3.0,,,Note: Students who have received credit for COMS 830 may not take this course for credit.
6573,48641,Doctoral Examination,COMS,815,GRAD,3.0,,,
